transport_mode,origin_port,destination_region,cargo_type,season,carrier_reliability,customs_complexity,lead_time_days,shipment_weight_kg,distance_km,port_congestion_idx,weather_severity,customs_days,documentation_errors,is_delayed,delay_hours,base_cost_nzd,delay_cost_nzd,total_cost_nzd
Sea Freight,Port of Auckland,Tauranga,Refrigerated,Autumn,Medium,Complex,19.2,2599.6,1379.0,3.8,0.16,3.9,2,1,47.2,3119.49,4426.14,7545.63
Air Cargo,Wellington Port,Wellington,Bulk,Winter,Medium,Simple,12.1,335.9,1811.0,1.39,3.55,2.6,0,0,0.0,2855.14,0.0,2855.14
Air Cargo,Port of Tauranga,Auckland,Automotive,Winter,High,Simple,10.5,518.1,2341.0,0.68,3.66,4.6,2,1,22.4,4404.17,1831.52,6235.69
Road,Port of Tauranga,Hamilton,General Merchandise,Summer,Medium,Complex,8.6,1175.6,665.0,1.58,1.23,2.4,0,0,0.0,2468.85,0.0,2468.85
Rail,Lyttelton Port,Tauranga,Refrigerated,Autumn,Medium,Simple,19.6,345.7,823.0,4.08,6.71,0.9,1,0,0.0,622.26,0.0,622.26
Sea Freight,Port of Auckland,Tauranga,Pharmaceuticals,Spring,Low,Moderate,13.4,363.9,322.0,0.8,6.22,1.5,0,0,0.0,436.62,0.0,436.62
Air Cargo,Lyttelton Port,Auckland,Hazardous,Autumn,High,Simple,18.0,472.2,1431.0,1.62,1.59,0.7,0,1,31.2,4013.85,1558.65,5572.5
Sea Freight,Port of Auckland,Auckland,General Merchandise,Spring,High,Simple,14.7,555.5,441.0,3.15,1.2,3.9,0,0,0.0,666.57,0.0,666.57
Air Cargo,Port Otago,Christchurch,Bulk,Spring,High,Moderate,23.3,155.6,2331.0,1.77,3.12,2.2,0,0,0.0,1322.27,0.0,1322.27
Sea Freight,Port of Tauranga,Christchurch,Pharmaceuticals,Winter,Medium,Complex,25.2,64.1,1107.0,1.08,1.43,3.8,0,1,40.2,76.94,5033.06,5110.0
Sea Freight,Lyttelton Port,Hamilton,Automotive,Autumn,Medium,Simple,16.3,2062.2,2303.0,5.9,3.08,3.8,1,0,0.0,2474.64,0.0,2474.64
Sea Freight,Port of Auckland,Auckland,Bulk,Spring,Low,Moderate,27.7,398.6,552.0,2.6,1.83,9.5,1,0,0.0,478.27,0.0,478.27
Air Cargo,Lyttelton Port,Tauranga,General Merchandise,Summer,Low,Moderate,12.1,135.8,1750.0,0.99,0.77,0.8,0,0,0.0,1154.22,0.0,1154.22
Sea Freight,Lyttelton Port,Christchurch,Automotive,Autumn,High,Simple,11.7,1188.9,1637.0,6.44,5.23,1.4,0,0,0.0,1426.72,0.0,1426.72
Road,Port of Tauranga,Dunedin,Hazardous,Spring,Medium,Moderate,16.8,329.7,1029.0,3.21,1.42,2.7,1,0,0.0,692.4,0.0,692.4
Sea Freight,Lyttelton Port,Christchurch,Automotive,Autumn,Medium,Simple,18.5,210.4,2251.0,2.64,2.81,2.1,1,0,0.0,252.46,0.0,252.46
Sea Freight,Port of Tauranga,Wellington,Refrigerated,Summer,Low,Simple,25.0,2679.1,1115.0,2.41,0.92,0.7,0,0,0.0,3214.92,0.0,3214.92
Road,Port Otago,Tauranga,General Merchandise,Winter,High,Simple,15.5,2076.0,536.0,3.71,2.61,0.5,0,0,0.0,4359.66,0.0,4359.66
Sea Freight,Port of Tauranga,Christchurch,Refrigerated,Winter,Medium,Complex,17.5,139.4,2444.0,1.69,0.51,8.5,0,1,35.1,167.29,2639.72,2807.02
Sea Freight,Port Otago,Dunedin,General Merchandise,Summer,Low,Simple,43.8,1886.4,1132.0,2.65,2.96,1.6,0,1,33.8,2263.64,1615.44,3879.08
Air Cargo,Port Otago,Tauranga,Bulk,Autumn,High,Moderate,11.3,1822.2,560.0,0.96,2.97,0.3,0,0,0.0,15488.31,0.0,15488.31
Sea Freight,Port of Tauranga,Christchurch,Pharmaceuticals,Summer,Medium,Simple,14.3,854.9,941.0,2.98,2.83,5.1,0,0,0.0,1025.9,0.0,1025.9
Sea Freight,Port of Auckland,Christchurch,Bulk,Autumn,Low,Simple,18.8,653.6,1553.0,2.5,3.25,4.9,0,0,0.0,784.29,0.0,784.29
Sea Freight,Port of Tauranga,Auckland,Automotive,Spring,Low,Moderate,30.7,246.1,1304.0,0.99,1.6,4.9,2,1,41.3,295.38,2573.39,2868.76
Rail,Port Otago,Auckland,Refrigerated,Winter,High,Moderate,13.4,153.5,1606.0,6.68,3.89,0.4,1,1,39.8,276.35,3350.06,3626.41
Air Cargo,Port of Auckland,Auckland,Bulk,Winter,High,Simple,9.4,795.9,1672.0,2.0,5.5,2.0,1,0,0.0,6764.92,0.0,6764.92
Air Cargo,Port of Tauranga,Auckland,Automotive,Summer,High,Simple,27.7,1430.6,352.0,2.64,2.65,4.6,2,0,0.0,12159.98,0.0,12159.98
Air Cargo,Port Otago,Auckland,Bulk,Summer,Low,Complex,13.0,983.5,821.0,5.75,1.45,3.1,1,0,0.0,8359.36,0.0,8359.36
Sea Freight,Port of Tauranga,Wellington,Hazardous,Summer,Low,Simple,11.7,209.5,1884.0,7.34,1.72,2.9,0,0,0.0,251.45,0.0,251.45
Sea Freight,Lyttelton Port,Wellington,Bulk,Autumn,Medium,Moderate,13.6,324.0,1643.0,2.93,2.43,1.3,0,0,0.0,388.82,0.0,388.82
Road,Port of Auckland,Wellington,Bulk,Summer,Medium,Moderate,12.1,682.5,266.0,0.42,1.43,2.2,1,0,0.0,1433.17,0.0,1433.17
Sea Freight,Port of Auckland,Auckland,General Merchandise,Autumn,High,Moderate,18.5,834.6,822.0,3.03,3.26,0.3,0,1,13.6,1001.58,629.05,1630.63
Sea Freight,Lyttelton Port,Auckland,Automotive,Summer,Medium,Complex,21.4,110.0,2332.0,4.31,1.33,1.5,0,0,0.0,132.0,0.0,132.0
Sea Freight,Port of Auckland,Christchurch,Pharmaceuticals,Spring,High,Moderate,15.9,811.6,2162.0,5.1,2.19,0.4,0,1,18.9,973.97,2379.27,3353.24
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Spring,Medium,Simple,14.7,1116.4,1693.0,2.78,1.28,0.3,0,1,21.2,1339.7,1628.78,2968.47
Rail,Port Otago,Wellington,Bulk,Winter,Medium,Simple,22.9,210.1,229.0,3.15,0.95,3.2,0,0,0.0,378.16,0.0,378.16
Sea Freight,Port of Auckland,Christchurch,Bulk,Summer,Medium,Simple,12.2,276.1,1537.0,1.51,1.66,2.2,0,0,0.0,331.35,0.0,331.35
Air Cargo,Wellington Port,Dunedin,Bulk,Spring,Low,Simple,12.1,289.7,80.0,7.04,0.45,2.6,0,1,18.5,2462.38,891.16,3353.54
Sea Freight,Wellington Port,Wellington,Hazardous,Spring,High,Complex,16.0,2298.2,1670.0,6.63,1.7,0.5,0,0,0.0,2757.84,0.0,2757.84
Rail,Port of Auckland,Christchurch,Automotive,Summer,Medium,Simple,10.0,468.1,1841.0,2.06,2.68,0.8,0,0,0.0,842.53,0.0,842.53
Sea Freight,Port of Auckland,Tauranga,Refrigerated,Winter,Medium,Moderate,9.5,655.0,1268.0,0.67,3.14,1.3,0,0,0.0,785.99,0.0,785.99
Sea Freight,Lyttelton Port,Dunedin,General Merchandise,Spring,Medium,Moderate,13.3,1080.8,59.0,2.06,1.94,4.1,1,1,35.3,1296.95,1993.68,3290.63
Road,Port of Tauranga,Wellington,Automotive,Winter,Medium,Moderate,14.3,421.5,1683.0,6.43,2.59,0.8,0,1,14.5,885.12,667.75,1552.87
Road,Port of Auckland,Christchurch,Bulk,Autumn,High,Moderate,23.5,139.2,2058.0,3.07,1.73,0.6,0,0,0.0,292.41,0.0,292.41
Sea Freight,Lyttelton Port,Auckland,Automotive,Autumn,High,Moderate,15.1,899.8,1485.0,2.85,3.86,0.6,0,0,0.0,1079.76,0.0,1079.76
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Winter,High,Simple,13.4,930.3,1788.0,1.56,3.56,1.7,1,1,33.5,1116.42,1905.55,3021.96
Sea Freight,Port Otago,Tauranga,General Merchandise,Autumn,High,Moderate,10.6,291.5,271.0,5.35,2.92,5.8,0,1,16.2,349.77,735.47,1085.24
Sea Freight,Port of Auckland,Christchurch,Pharmaceuticals,Spring,Medium,Simple,22.1,78.7,1803.0,7.53,0.18,0.6,0,1,14.6,94.43,1828.18,1922.61
Sea Freight,Port of Auckland,Tauranga,General Merchandise,Winter,High,Complex,12.9,925.7,1555.0,4.01,2.81,0.6,1,0,0.0,1110.89,0.0,1110.89
Air Cargo,Port of Auckland,Wellington,Automotive,Summer,Medium,Simple,11.8,1022.4,861.0,1.14,1.05,2.8,0,0,0.0,8690.11,0.0,8690.11
Sea Freight,Wellington Port,Tauranga,Automotive,Winter,High,Simple,15.1,71.1,1729.0,2.44,2.16,2.2,0,0,0.0,85.35,0.0,85.35
Sea Freight,Lyttelton Port,Christchurch,Bulk,Winter,Medium,Simple,22.7,995.2,1632.0,0.37,1.07,1.0,1,0,0.0,1194.24,0.0,1194.24
Air Cargo,Port Otago,Auckland,General Merchandise,Summer,Medium,Moderate,18.2,2286.6,1519.0,3.62,1.16,0.3,0,0,0.0,19435.84,0.0,19435.84
Rail,Port of Tauranga,Christchurch,Bulk,Autumn,High,Moderate,18.9,207.6,498.0,2.72,2.49,1.6,1,0,0.0,373.64,0.0,373.64
Air Cargo,Port of Auckland,Auckland,Automotive,Spring,Medium,Simple,12.6,639.4,776.0,3.45,4.53,0.3,0,0,0.0,5434.77,0.0,5434.77
Sea Freight,Port of Auckland,Auckland,Refrigerated,Winter,Low,Simple,20.2,1004.6,2479.0,3.49,1.34,4.9,0,1,61.6,1205.55,4716.0,5921.55
Sea Freight,Port of Tauranga,Dunedin,Refrigerated,Summer,High,Simple,20.9,259.2,1111.0,0.42,0.43,2.8,1,0,0.0,311.01,0.0,311.01
Rail,Port of Tauranga,Auckland,Refrigerated,Summer,Medium,Simple,18.9,1164.0,196.0,3.18,3.39,0.5,1,0,0.0,2095.21,0.0,2095.21
Sea Freight,Lyttelton Port,Hamilton,General Merchandise,Winter,High,Moderate,21.7,1670.5,2253.0,2.4,3.02,0.3,0,1,22.1,2004.6,1050.02,3054.62
Sea Freight,Port of Auckland,Auckland,Automotive,Winter,High,Simple,31.7,1398.0,474.0,2.17,1.94,0.3,0,0,0.0,1677.58,0.0,1677.58
Air Cargo,Wellington Port,Auckland,Automotive,Autumn,Medium,Moderate,25.2,289.7,1039.0,2.22,4.9,4.3,0,0,0.0,2462.4,0.0,2462.4
Air Cargo,Port of Auckland,Tauranga,Pharmaceuticals,Winter,High,Simple,11.5,1354.6,731.0,3.39,1.83,7.8,0,0,0.0,11514.07,0.0,11514.07
Air Cargo,Wellington Port,Wellington,Hazardous,Summer,Low,Complex,12.0,476.7,2411.0,5.54,3.07,1.6,0,0,0.0,4051.54,0.0,4051.54
Sea Freight,Port of Auckland,Christchurch,Bulk,Summer,High,Simple,21.8,297.9,976.0,4.44,1.86,4.4,0,0,0.0,357.48,0.0,357.48
Sea Freight,Port of Tauranga,Christchurch,General Merchandise,Winter,High,Moderate,17.7,197.1,1786.0,4.02,3.55,4.9,0,0,0.0,236.53,0.0,236.53
Rail,Port of Auckland,Christchurch,Bulk,Summer,Medium,Moderate,28.6,1967.4,1516.0,1.2,0.33,1.7,0,0,0.0,3541.24,0.0,3541.24
Sea Freight,Port of Tauranga,Dunedin,Bulk,Spring,Medium,Simple,24.1,495.4,155.0,5.17,1.4,1.6,0,1,15.7,594.42,715.93,1310.35
Air Cargo,Port of Tauranga,Christchurch,Automotive,Summer,Medium,Simple,13.2,1656.3,992.0,2.8,2.47,2.0,2,0,0.0,14078.8,0.0,14078.8
Road,Port of Tauranga,Wellington,Automotive,Winter,High,Simple,10.2,189.0,1006.0,2.56,1.75,2.4,0,0,0.0,397.0,0.0,397.0
Air Cargo,Port of Tauranga,Dunedin,Pharmaceuticals,Autumn,Low,Simple,21.6,1215.4,2475.0,4.81,3.97,4.3,0,0,0.0,10330.48,0.0,10330.48
Sea Freight,Lyttelton Port,Auckland,Automotive,Autumn,Low,Simple,12.7,143.2,2039.0,1.03,0.76,1.5,1,0,0.0,171.89,0.0,171.89
Sea Freight,Lyttelton Port,Christchurch,Automotive,Spring,Medium,Simple,14.2,64.2,2149.0,3.89,2.69,2.7,0,0,0.0,77.01,0.0,77.01
Air Cargo,Port Otago,Tauranga,General Merchandise,Autumn,Medium,Simple,12.7,4296.6,818.0,5.64,2.85,3.7,0,0,0.0,36520.95,0.0,36520.95
Road,Port of Auckland,Christchurch,Automotive,Winter,Medium,Simple,15.8,111.1,856.0,1.27,1.16,2.8,0,0,0.0,233.32,0.0,233.32
Rail,Lyttelton Port,Hamilton,Bulk,Winter,High,Simple,20.3,545.2,1313.0,1.34,1.88,0.2,0,0,0.0,981.42,0.0,981.42
Sea Freight,Port of Tauranga,Christchurch,Refrigerated,Winter,High,Simple,14.7,1735.5,1596.0,2.65,3.2,2.7,0,0,0.0,2082.62,0.0,2082.62
Sea Freight,Port of Tauranga,Dunedin,General Merchandise,Spring,High,Simple,16.6,1419.1,1834.0,1.31,0.57,2.5,0,0,0.0,1702.9,0.0,1702.9
Rail,Port of Tauranga,Tauranga,Bulk,Winter,Low,Moderate,15.1,559.7,2061.0,2.39,3.34,2.0,0,0,0.0,1007.42,0.0,1007.42
Road,Port of Auckland,Auckland,Refrigerated,Winter,High,Moderate,21.7,805.0,2189.0,4.17,0.21,2.2,1,0,0.0,1690.56,0.0,1690.56
Road,Port of Auckland,Auckland,Refrigerated,Spring,Medium,Complex,23.7,844.8,110.0,3.27,3.38,3.4,0,1,21.4,1774.01,1654.79,3428.8
Sea Freight,Port of Auckland,Wellington,Bulk,Spring,High,Simple,22.5,143.1,2000.0,0.47,0.79,1.1,0,0,0.0,171.68,0.0,171.68
Air Cargo,Port of Auckland,Hamilton,Automotive,Autumn,Medium,Simple,28.0,318.3,1547.0,4.67,1.8,3.3,1,0,0.0,2705.3,0.0,2705.3
Road,Lyttelton Port,Auckland,Automotive,Winter,High,Simple,9.9,336.5,1354.0,2.93,1.18,2.8,0,0,0.0,706.58,0.0,706.58
Air Cargo,Lyttelton Port,Auckland,Refrigerated,Summer,Medium,Moderate,24.0,430.0,1590.0,2.76,2.85,1.0,0,0,0.0,3655.14,0.0,3655.14
Sea Freight,Wellington Port,Wellington,Refrigerated,Autumn,High,Moderate,13.5,306.1,2211.0,1.12,2.68,2.0,1,0,0.0,367.29,0.0,367.29
Sea Freight,Lyttelton Port,Tauranga,General Merchandise,Autumn,Low,Simple,14.3,281.7,1386.0,6.0,3.09,1.5,0,0,0.0,338.09,0.0,338.09
Air Cargo,Port of Auckland,Hamilton,Refrigerated,Spring,Low,Moderate,8.7,400.5,447.0,5.5,4.93,1.9,0,0,0.0,3404.57,0.0,3404.57
Sea Freight,Port Otago,Wellington,General Merchandise,Winter,Medium,Moderate,19.2,431.4,1120.0,2.55,1.09,0.4,1,0,0.0,517.72,0.0,517.72
Air Cargo,Port Otago,Auckland,Pharmaceuticals,Winter,High,Complex,10.3,584.3,2315.0,2.75,1.29,1.9,0,1,40.0,4966.83,5248.92,10215.75
Rail,Port of Tauranga,Wellington,Hazardous,Summer,High,Simple,19.0,202.5,2045.0,3.61,2.64,2.7,2,0,0.0,364.46,0.0,364.46
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Autumn,Low,Simple,11.2,1292.2,547.0,4.86,3.97,4.6,0,0,0.0,1550.65,0.0,1550.65
Road,Wellington Port,Auckland,Refrigerated,Spring,High,Simple,18.5,1626.7,1800.0,3.16,1.46,0.1,1,0,0.0,3416.1,0.0,3416.1
Sea Freight,Port of Tauranga,Dunedin,Hazardous,Summer,High,Simple,23.9,278.2,678.0,3.57,4.09,2.4,0,1,20.2,333.83,919.66,1253.49
Air Cargo,Port Otago,Tauranga,Hazardous,Summer,Medium,Complex,18.2,155.3,904.0,5.59,1.63,2.0,1,1,55.7,1319.82,2948.18,4268.0
Rail,Port of Auckland,Auckland,General Merchandise,Autumn,High,Simple,14.8,1075.0,1199.0,0.51,1.98,1.3,0,0,0.0,1935.01,0.0,1935.01
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Winter,High,Moderate,16.4,2114.2,1130.0,0.65,1.85,0.4,0,0,0.0,2537.04,0.0,2537.04
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Autumn,Medium,Simple,9.9,78.6,122.0,1.42,3.27,0.3,0,0,0.0,94.35,0.0,94.35
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Autumn,High,Simple,13.8,61.6,1946.0,4.39,1.72,0.4,2,0,0.0,73.96,0.0,73.96
Sea Freight,Port Otago,Auckland,General Merchandise,Winter,High,Simple,17.6,212.1,2124.0,1.22,2.77,0.3,1,0,0.0,254.53,0.0,254.53
Road,Wellington Port,Wellington,Hazardous,Autumn,Medium,Simple,9.5,973.6,1351.0,3.85,3.01,1.3,1,0,0.0,2044.6,0.0,2044.6
Rail,Port of Tauranga,Auckland,General Merchandise,Spring,High,Moderate,8.0,2726.9,474.0,0.66,3.6,0.6,0,0,0.0,4908.48,0.0,4908.48
Sea Freight,Port of Auckland,Hamilton,General Merchandise,Summer,Medium,Complex,19.9,1160.3,657.0,4.43,3.22,0.9,0,0,0.0,1392.31,0.0,1392.31
Sea Freight,Port Otago,Hamilton,Refrigerated,Autumn,High,Moderate,14.0,730.8,360.0,1.49,1.03,0.5,1,0,0.0,877.01,0.0,877.01
Sea Freight,Lyttelton Port,Christchurch,Bulk,Winter,Medium,Moderate,16.9,1014.6,465.0,1.14,1.93,1.3,1,1,28.5,1217.57,1674.5,2892.07
Road,Port of Auckland,Wellington,General Merchandise,Spring,Medium,Simple,20.0,259.8,2197.0,3.09,2.65,1.8,0,0,0.0,545.62,0.0,545.62
Sea Freight,Port of Tauranga,Dunedin,Refrigerated,Spring,Medium,Moderate,16.3,983.2,1226.0,4.1,1.35,4.7,0,1,62.2,1179.86,4759.33,5939.19
Air Cargo,Lyttelton Port,Tauranga,Refrigerated,Winter,High,Simple,20.5,360.2,322.0,2.15,0.72,3.9,0,0,0.0,3061.97,0.0,3061.97
Air Cargo,Lyttelton Port,Auckland,General Merchandise,Autumn,High,Complex,12.3,251.3,674.0,1.97,0.43,2.6,0,0,0.0,2135.69,0.0,2135.69
Air Cargo,Port of Tauranga,Auckland,Hazardous,Summer,Low,Moderate,17.1,265.9,2376.0,3.8,2.44,4.0,0,0,0.0,2260.43,0.0,2260.43
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Summer,High,Simple,8.5,931.6,1298.0,3.12,1.27,2.8,0,0,0.0,1117.9,0.0,1117.9
Road,Wellington Port,Auckland,General Merchandise,Spring,Medium,Simple,15.9,1216.1,1313.0,1.4,3.36,2.7,0,0,0.0,2553.91,0.0,2553.91
Sea Freight,Lyttelton Port,Wellington,Hazardous,Spring,Low,Complex,10.4,747.4,1338.0,0.24,3.63,8.7,0,0,0.0,896.93,0.0,896.93
Sea Freight,Port of Tauranga,Christchurch,General Merchandise,Spring,Medium,Simple,31.2,102.8,323.0,1.51,1.64,3.6,0,0,0.0,123.35,0.0,123.35
Road,Port of Auckland,Christchurch,General Merchandise,Summer,High,Simple,14.2,81.0,2427.0,5.5,3.32,2.6,0,0,0.0,170.1,0.0,170.1
Road,Lyttelton Port,Wellington,Refrigerated,Winter,High,Simple,11.7,245.9,257.0,3.17,1.46,0.2,2,1,18.6,516.32,2109.2,2625.53
Sea Freight,Port of Auckland,Christchurch,Automotive,Winter,Low,Moderate,14.5,320.0,1765.0,0.28,3.71,2.8,1,0,0.0,384.03,0.0,384.03
Sea Freight,Port of Auckland,Tauranga,Bulk,Winter,Medium,Simple,14.5,465.1,192.0,4.17,1.2,0.9,1,1,49.3,558.14,2601.42,3159.56
Sea Freight,Port of Tauranga,Auckland,Automotive,Winter,Medium,Moderate,9.6,113.3,1137.0,1.35,4.1,4.7,0,0,0.0,135.91,0.0,135.91
Sea Freight,Port of Auckland,Christchurch,Automotive,Spring,Medium,Complex,22.7,1083.2,2254.0,5.35,2.54,1.6,0,0,0.0,1299.9,0.0,1299.9
Sea Freight,Lyttelton Port,Auckland,Pharmaceuticals,Autumn,Low,Complex,23.7,1044.4,1933.0,0.55,2.07,2.3,1,1,41.2,1253.33,5560.97,6814.3
Sea Freight,Port of Auckland,Auckland,Bulk,Summer,Medium,Simple,31.0,390.5,870.0,2.84,5.04,0.7,0,1,58.1,468.66,2647.18,3115.84
Air Cargo,Lyttelton Port,Christchurch,Bulk,Summer,High,Moderate,24.4,712.3,1401.0,0.39,1.92,3.0,1,0,0.0,6054.23,0.0,6054.23
Road,Port of Auckland,Auckland,Refrigerated,Summer,Medium,Simple,22.5,135.1,455.0,1.94,3.3,1.6,2,0,0.0,283.72,0.0,283.72
Air Cargo,Port of Auckland,Auckland,General Merchandise,Autumn,Medium,Moderate,18.9,479.2,2392.0,5.18,4.34,0.2,0,0,0.0,4073.32,0.0,4073.32
Air Cargo,Port of Auckland,Auckland,Bulk,Summer,High,Moderate,18.2,1609.1,1786.0,3.82,3.06,1.8,1,0,0.0,13677.3,0.0,13677.3
Sea Freight,Wellington Port,Christchurch,Pharmaceuticals,Autumn,Low,Moderate,15.4,914.5,967.0,3.93,2.81,0.9,0,0,0.0,1097.42,0.0,1097.42
Rail,Port Otago,Hamilton,Refrigerated,Winter,High,Complex,17.3,137.8,829.0,5.47,3.76,2.3,0,1,36.0,248.04,2707.59,2955.64
Road,Port of Auckland,Auckland,Bulk,Spring,Medium,Moderate,17.7,1554.9,635.0,6.63,1.1,8.0,0,0,0.0,3265.25,0.0,3265.25
Road,Lyttelton Port,Christchurch,Refrigerated,Spring,High,Simple,17.5,963.3,1977.0,4.11,2.04,1.3,2,0,0.0,2022.91,0.0,2022.91
Road,Lyttelton Port,Auckland,Refrigerated,Autumn,High,Moderate,22.5,532.7,1115.0,0.95,4.12,0.6,0,0,0.0,1118.73,0.0,1118.73
Rail,Wellington Port,Christchurch,Refrigerated,Summer,Medium,Simple,11.8,992.4,859.0,1.26,7.23,3.5,0,0,0.0,1786.25,0.0,1786.25
Air Cargo,Port of Tauranga,Wellington,Hazardous,Summer,Low,Simple,18.4,201.8,2268.0,1.75,1.63,0.8,0,0,0.0,1715.19,0.0,1715.19
Sea Freight,Lyttelton Port,Christchurch,Refrigerated,Spring,Medium,Simple,14.4,689.7,418.0,3.52,6.03,1.4,1,1,36.9,827.61,3155.75,3983.36
Air Cargo,Port of Auckland,Tauranga,Bulk,Winter,High,Complex,19.4,819.7,696.0,0.16,1.39,0.6,0,0,0.0,6967.58,0.0,6967.58
Road,Port of Tauranga,Tauranga,Automotive,Summer,Medium,Simple,25.9,2152.0,895.0,1.48,1.07,2.2,0,0,0.0,4519.29,0.0,4519.29
Road,Wellington Port,Auckland,Automotive,Spring,High,Moderate,18.4,105.4,687.0,4.09,2.34,3.8,0,0,0.0,221.31,0.0,221.31
Air Cargo,Port of Tauranga,Dunedin,General Merchandise,Autumn,High,Moderate,27.2,425.7,1484.0,3.63,2.72,3.1,0,0,0.0,3618.66,0.0,3618.66
Sea Freight,Port of Auckland,Auckland,Automotive,Spring,High,Moderate,24.5,2259.3,1523.0,3.28,1.62,1.5,3,0,0.0,2711.22,0.0,2711.22
Sea Freight,Port of Auckland,Tauranga,Refrigerated,Autumn,High,Moderate,22.2,245.9,184.0,3.2,3.4,2.7,0,0,0.0,295.11,0.0,295.11
Rail,Lyttelton Port,Auckland,Refrigerated,Autumn,Medium,Simple,21.2,1392.2,404.0,3.0,3.02,5.2,2,0,0.0,2505.91,0.0,2505.91
Air Cargo,Lyttelton Port,Wellington,Bulk,Winter,Medium,Moderate,11.8,51.3,536.0,2.42,1.82,0.8,0,0,0.0,435.93,0.0,435.93
Air Cargo,Port of Tauranga,Auckland,Refrigerated,Spring,High,Moderate,17.5,71.0,222.0,3.07,0.05,4.7,0,0,0.0,603.33,0.0,603.33
Sea Freight,Wellington Port,Auckland,General Merchandise,Spring,Medium,Moderate,24.9,367.5,356.0,3.3,2.87,3.3,1,1,20.9,441.06,1302.93,1743.99
Sea Freight,Port of Auckland,Hamilton,Refrigerated,Winter,High,Simple,32.3,1220.6,637.0,2.59,1.53,3.5,1,0,0.0,1464.66,0.0,1464.66
Road,Port of Auckland,Tauranga,Bulk,Summer,Low,Simple,9.9,138.0,897.0,4.93,2.89,0.9,0,0,0.0,289.76,0.0,289.76
Air Cargo,Wellington Port,Christchurch,Refrigerated,Autumn,Medium,Complex,9.2,436.1,1989.0,2.92,2.86,2.0,0,0,0.0,3707.01,0.0,3707.01
Road,Port of Auckland,Hamilton,Bulk,Spring,High,Simple,11.2,162.8,584.0,1.82,0.4,1.2,0,0,0.0,341.8,0.0,341.8
Air Cargo,Port of Auckland,Hamilton,Bulk,Winter,Low,Simple,15.9,252.5,1692.0,3.44,2.17,1.8,1,0,0.0,2145.94,0.0,2145.94
Air Cargo,Port of Tauranga,Auckland,Bulk,Spring,High,Simple,34.3,609.3,192.0,5.24,3.82,0.2,1,1,23.2,5179.24,1542.23,6721.47
Sea Freight,Port Otago,Auckland,Automotive,Autumn,Medium,Simple,16.0,357.5,1663.0,5.68,1.15,1.1,0,0,0.0,429.02,0.0,429.02
Road,Port of Auckland,Auckland,Refrigerated,Winter,High,Simple,14.0,240.5,1997.0,2.51,4.45,1.0,0,0,0.0,505.09,0.0,505.09
Sea Freight,Wellington Port,Wellington,General Merchandise,Autumn,Medium,Moderate,10.8,450.0,1532.0,3.07,5.02,4.4,0,0,0.0,540.04,0.0,540.04
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Winter,Medium,Complex,16.3,1016.0,543.0,2.27,2.69,2.5,0,0,0.0,1219.2,0.0,1219.2
Air Cargo,Port of Auckland,Auckland,Refrigerated,Spring,High,Simple,38.6,151.7,859.0,0.97,2.77,3.9,0,0,0.0,1289.77,0.0,1289.77
Rail,Lyttelton Port,Auckland,Bulk,Winter,High,Simple,12.1,572.5,2023.0,3.71,3.47,0.7,1,0,0.0,1030.53,0.0,1030.53
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Autumn,Medium,Moderate,12.7,307.0,1108.0,1.04,4.17,5.9,0,1,38.9,368.35,1767.87,2136.22
Road,Port of Tauranga,Dunedin,Refrigerated,Autumn,High,Simple,21.8,430.7,675.0,1.01,1.96,4.0,1,0,0.0,904.37,0.0,904.37
Sea Freight,Lyttelton Port,Auckland,Bulk,Summer,High,Complex,25.7,1428.8,2335.0,1.5,1.26,3.0,0,1,33.2,1714.54,1566.54,3281.08
Sea Freight,Wellington Port,Christchurch,Bulk,Spring,Medium,Simple,13.3,2174.3,1612.0,2.97,1.3,1.7,0,0,0.0,2609.19,0.0,2609.19
Sea Freight,Port of Auckland,Christchurch,Bulk,Autumn,Low,Simple,16.7,272.7,2024.0,1.79,2.32,1.0,0,1,30.3,327.23,1376.44,1703.67
Sea Freight,Port of Tauranga,Christchurch,Automotive,Spring,High,Moderate,21.1,845.3,110.0,2.34,1.26,3.6,1,1,25.9,1014.41,1548.41,2562.82
Air Cargo,Port of Tauranga,Auckland,Bulk,Winter,High,Moderate,16.6,953.3,881.0,3.24,4.58,0.6,1,0,0.0,8102.91,0.0,8102.91
Sea Freight,Port of Tauranga,Wellington,Bulk,Spring,Low,Moderate,20.3,1528.6,1174.0,4.72,4.42,1.2,0,1,28.4,1834.31,1343.31,3177.62
Air Cargo,Port of Tauranga,Auckland,Refrigerated,Spring,High,Simple,22.4,1884.4,1489.0,4.43,2.87,2.6,0,0,0.0,16017.78,0.0,16017.78
Rail,Port of Auckland,Wellington,Pharmaceuticals,Winter,Medium,Simple,15.8,554.9,515.0,4.3,0.99,0.6,1,1,26.5,998.78,3697.78,4696.56
